wandb: Tracking run with wandb version 0.17.3
wandb: W&B syncing is set to `offline` in this directory.  
wandb: Run `wandb online` or set WANDB_MODE=online to enable cloud syncing.
/home/yongweic/.conda/envs/hypll/lib/python3.10/site-packages/torch/utils/data/dataloader.py:558: UserWarning: This DataLoader will create 8 worker processes in total. Our suggested max number of worker in current system is 2, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(_create_warning_msg(
/home/yongweic/.conda/envs/hypll/lib/python3.10/site-packages/torch/cuda/__init__.py:619: UserWarning: Can't initialize NVML
  warnings.warn("Can't initialize NVML")
/home/yongweic/.conda/envs/hypll/lib/python3.10/site-packages/torch/utils/data/dataloader.py:558: UserWarning: This DataLoader will create 8 worker processes in total. Our suggested max number of worker in current system is 2, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(_create_warning_msg(
{'embedding_dim': 16, 'eval_trials': 100, 'max_steps': 100, 'hyperbolic': False, 'num_epochs': 256, 'temperature': 0.1, 'batch_size': 64, 'num_negatives': 64, 'learning_rate': 0.001, 'architecture': 'MLP', 'maze': '[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]\n [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]\n [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]\n [1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0.]\n [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]\n [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]\n [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]\n [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]\n [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]\n [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]\n [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]', 'num_trajectories': 10000, 'maze_type': 'blocker', 'gamma': 0.1, 'hyp_layers': 2}
gamma: 0.1
/home/yongweic/hyperbolic/train.py:211: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  anchor = torch.tensor(anchor).to(device, torch.float32)
/home/yongweic/hyperbolic/train.py:212: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  positive = torch.tensor(positive).to(device, torch.float32)
/home/yongweic/hyperbolic/train.py:213: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  negatives = torch.tensor(negatives).to(device, torch.float32)
Epoch 1, Loss: 5.0183683413608815, SPL: 0.26043555332667334, Failure %: 0.67
Epoch 2, Loss: 4.5160598132261045, SPL: 0.4996251954540598, Failure %: 0.36
Epoch 3, Loss: 4.354170374050262, SPL: 0.5159084957543232, Failure %: 0.34
Epoch 4, Loss: 3.9965842073890054, SPL: 0.4022193824759593, Failure %: 0.45
Epoch 5, Loss: 3.896277202922068, SPL: 0.34694153561884283, Failure %: 0.5
Epoch 6, Loss: 3.8406100713523332, SPL: 0.49062646496092327, Failure %: 0.31
Epoch 7, Loss: 3.6945497078500735, SPL: 0.43810077675745, Failure %: 0.33
Epoch 8, Loss: 3.6598235938199766, SPL: 0.4993114573535549, Failure %: 0.3
Epoch 9, Loss: 3.5349154851998494, SPL: 0.462406002710046, Failure %: 0.31
Epoch 10, Loss: 3.5289647305846974, SPL: 0.501825002192379, Failure %: 0.34
Epoch 11, Loss: 3.454487931196857, SPL: 0.5750653096609026, Failure %: 0.21
Epoch 12, Loss: 3.5026403475718895, SPL: 0.39911185908999586, Failure %: 0.41
Epoch 13, Loss: 3.3750372403746196, SPL: 0.5229180362689259, Failure %: 0.24
Epoch 14, Loss: 3.4376040476902276, SPL: 0.30771443926465525, Failure %: 0.47
Epoch 15, Loss: 3.4103348331086956, SPL: 0.5781676211609715, Failure %: 0.22
Epoch 16, Loss: 3.3710511125576725, SPL: 0.5711780328190862, Failure %: 0.2
Epoch 17, Loss: 3.319411985433785, SPL: 0.4306074101724825, Failure %: 0.39
Epoch 18, Loss: 3.3449477572349986, SPL: 0.5039867842871149, Failure %: 0.25
Epoch 19, Loss: 3.2459892330655626, SPL: 0.6542999341495129, Failure %: 0.13
Epoch 20, Loss: 3.2750703650675, SPL: 0.375929560181851, Failure %: 0.41
Epoch 21, Loss: 3.323843052432795, SPL: 0.49783286378213615, Failure %: 0.25
Epoch 22, Loss: 3.2237793974056363, SPL: 0.6290212388602483, Failure %: 0.13
Epoch 23, Loss: 3.2639511542715085, SPL: 0.5777832350357145, Failure %: 0.17
